OBJECTID,UID,POSTALCODE,MUNICIPAL,PROV,LONGITUDE,LATITUDE,NUMBER OF DOGS,DERP FACTOR
17478,2136A709-1415-465D-BDC2-23338954C164,L2H1P5,NIAGARA FALLS,ON,-79.12838359,43.09435169,0,833
17497,87610665-E491-4452-B45C-220A43D39C36,L2H1P6,NIAGARA FALLS,ON,-79.12752635,43.0947157,8,874
17473,4C008818-A7AE-48A1-BFF3-D50A67093351,L2H1P7,NIAGARA FALLS,ON,-79.12656801,43.09299637,9,808
13434,2FDF9662-3A36-4072-B034-BA8EFFD484DE,L2H1P8,NIAGARA FALLS,ON,-79.12714899,43.0927286,8,853
13436,E0031339-84F7-4B8F-8A1C-F71DC038CDAB,L2H1P9,NIAGARA FALLS,ON,-79.12609158,43.09194138,5,886
17472,EE1710D6-B382-4F24-A5D1-F5AFBAFB827D,L2H1R1,NIAGARA FALLS,ON,-79.1259487,43.09236565,3,843
17705,DB7A8F5D-0DEF-4D5F-B8CC-85791D78A40E,L2H1R2,NIAGARA FALLS,ON,-79.13109323,43.10605263,2,858
17708,D64CFF01-DDBE-4E2F-8DEC-2B197DDC7CD7,L2H1R3,NIAGARA FALLS,ON,-79.13126418,43.10559404,4,825
13218,FBF3B646-BA6F-46E2-A8A6-07AB59F000E1,L2H1R5,NIAGARA FALLS,ON,-79.12965075,43.0931554,8,877
13236,950B1FA0-BFB0-479E-8B70-4FF786A8294F,L2H1R5,NIAGARA FALLS,ON,-79.12684207,43.09101261,1,823
13435,AFCA6749-A0CB-4A5E-8FFB-AEE553728316,L2H1R6,NIAGARA FALLS,ON,-79.12681511,43.09176805,4,833
17477,DAD436A3-3B3E-4FBD-9231-C06D44E267B1,L2H1R7,NIAGARA FALLS,ON,-79.12959404,43.09396446,9,817
9746,74FC1464-EAFD-4AA7-A0B5-73E93E2EE7CF,L2H1R8,NIAGARA FALLS,ON,-79.13223825,43.09392441,10,884
7363,3CBDFD79-93DA-4BB6-8AEF-BFE78FF62064,L2H1R9,NIAGARA FALLS,ON,-79.132308,43.09488933,3,848
9743,6258FC60-40D3-4A9E-BE8C-83CBBF5B6664,L2H1S1,NIAGARA FALLS,ON,-79.13370467,43.09418804,10,824
13169,627D0FD3-4DA7-42F1-94F9-49FC3BE81A37,L2H1S2,NIAGARA FALLS,ON,-79.13255559,43.08512894,1,812
17491,2D34DCE4-45AF-4C18-8391-E22CBC66E199,L2H1S3,NIAGARA FALLS,ON,-79.13189407,43.08358041,4,888
1477,D3C902A1-F4C3-4D71-8446-8387BD2BEFD6,L2H1S4,NIAGARA FALLS,ON,-79.13253869,43.08183358,0,808
1482,3AC44C78-4732-4E0E-BFB1-ED30EF05CC20,L2H1S5,NIAGARA FALLS,ON,-79.13378922,43.08499815,1,881
10154,04A685E5-0B97-47D7-B38F-822E84B6F262,L2H1S6,NIAGARA FALLS,ON,-79.13709007,43.11358637,10,869
10157,E74216D5-62A7-4D03-A525-51F4E6E9DA6D,L2H1S6,NIAGARA FALLS,ON,-79.13707107,43.11283117,3,813
10140,73F7F152-A711-42F0-9D7D-B766035DAE75,L2H1S7,NIAGARA FALLS,ON,-79.13963305,43.11271096,6,806
10146,4DC07123-B764-4E81-A87E-977E730ECDC6,L2H1S7,NIAGARA FALLS,ON,-79.14024768,43.11079318,10,892
10177,B5D7607A-D0D4-446E-AEAE-647D22839755,L2H1S7,NIAGARA FALLS,ON,-79.14062304,43.10734002,3,856
9578,0A3653AC-1011-467B-992E-972BACD9FA88,L2H1S8,NIAGARA FALLS,ON,-79.13677481,43.10958885,6,889
9605,9D280F7A-6052-4566-A021-BE344A64B7CF,L2H1S8,NIAGARA FALLS,ON,-79.13681925,43.11098322,5,879
10217,ECAAE75B-D11F-48F2-85C3-3608E5072C16,L2H1S8,NIAGARA FALLS,ON,-79.13680208,43.10762834,2,809
10183,96538E7F-D342-4919-AD8B-448C95C5021A,L2H1S9,NIAGARA FALLS,ON,-79.13619157,43.10577259,7,865
10226,5FE5FB9B-FB72-4AA6-BF36-FA90056EE5E0,L2H1S9,NIAGARA FALLS,ON,-79.13671462,43.1047931,5,838
10175,1544882E-2EDA-4024-AA27-7D3287557A1E,L2H1T1,NIAGARA FALLS,ON,-79.13937183,43.10481778,19,860
10179,350CB05C-8267-41E5-B6C4-B22E8D06A4F8,L2H1T1,NIAGARA FALLS,ON,-79.14035102,43.10098542,14,816
13138,13D4BD15-CF6C-4696-AD0B-E1236F79289D,L2H1T2,NIAGARA FALLS,ON,-79.1362962,43.09895626,12,836
13108,8895CE97-FD41-44CC-84DE-5DF72251137F,L2H1T3,NIAGARA FALLS,ON,-79.13564625,43.08507296,12,897
1461,E853B4DC-0B41-494E-A631-0755FF34EFC2,L2H1T4,NIAGARA FALLS,ON,-79.13533361,43.0815986,15,882
13237,7B40D71E-29FB-4CBE-A061-DCE2D0241DA8,L2H1T5,NIAGARA FALLS,ON,-79.13102619,43.08714924,20,868
13230,319CB6AB-2235-46E6-8396-84C00EAD1BEA,L2H1T6,NIAGARA FALLS,ON,-79.13576633,43.08792562,10,820
1480,77C1900F-E87D-4DAF-AC87-FE363A701EDF,L2H1T7,NIAGARA FALLS,ON,-79.1340187,43.08729365,16,830
1459,888E20CF-607B-4509-B236-E66C6EC3E583,L2H1T8,NIAGARA FALLS,ON,-79.13536984,43.08254471,12,800
17505,4989D708-965B-407B-9E0E-5E1F6DED81F4,L2H1T9,NIAGARA FALLS,ON,-79.13182691,43.08113151,16,887
13104,46B7C3EC-1254-45BE-850B-B1B6D99E0E2A,L2H1V1,NIAGARA FALLS,ON,-79.13503259,43.08512225,14,820
1481,792EA6D7-9E80-4F87-8648-7E801CC0FA12,L2H1V2,NIAGARA FALLS,ON,-79.13443872,43.08517498,14,883
7842,5CD914A6-4362-4841-AE64-DD617FDC6546,L2H1V3,NIAGARA FALLS,ON,-79.13370789,43.10304486,16,892
13600,22479DEF-D189-4B9D-837B-CF8CCD5E459B,L2H1V7,NIAGARA FALLS,ON,-79.13402507,43.10208639,20,833
13601,0AED932C-C0B9-4E38-B525-234C10A42372,L2H1V8,NIAGARA FALLS,ON,-79.13388094,43.10161636,18,832
13602,BA4F2A9C-7F52-4336-9B0E-DE9393C35B2D,L2H1V9,NIAGARA FALLS,ON,-79.13330088,43.1014618,19,858
13603,A6C961D4-32FE-43D5-94BB-FB66999D55FB,L2H1W1,NIAGARA FALLS,ON,-79.13276413,43.10179553,15,890
13604,C18A620F-0D8E-43F8-B627-EF02119A1AB9,L2H1W2,NIAGARA FALLS,ON,-79.13216804,43.1019688,11,862
7839,E9F4F78C-8060-4D26-BEFE-6364EFF4DC45,L2H1W4,NIAGARA FALLS,ON,-79.13599598,43.10248951,11,896
7836,ADDB60DE-675C-4606-A6A7-529A5F1E3758,L2H1W5,NIAGARA FALLS,ON,-79.13586829,43.10159952,19,831
7838,EFA08D15-1E3C-4DE3-8124-3D8C866BCBDC,L2H1W6,NIAGARA FALLS,ON,-79.13588127,43.1011962,19,875
7844,9E721BB3-5454-43F2-B77F-5B920441968C,L2H1W7,NIAGARA FALLS,ON,-79.13165222,43.10334395,19,834
13605,CDD897F5-DCEB-496C-99F2-482FEF869902,L2H1W8,NIAGARA FALLS,ON,-79.13198245,43.10145966,14,881
13599,66B8A534-94DD-4C49-80F7-EE83757568DF,L2H1W9,NIAGARA FALLS,ON,-79.13412493,43.10070334,19,236
7837,17E7F566-41AE-4DC5-A9D8-E46D7071724F,L2H1X1,NIAGARA FALLS,ON,-79.13585797,43.100703,15,634
13645,F3FB52D8-4160-4797-B742-9ABDF3C750B2,L2H1X2,NIAGARA FALLS,ON,-79.13099824,43.10255834,17,520
13538,E82DE941-3A26-4D38-8A8E-1D5C7522FC03,L2H1X3,NIAGARA FALLS,ON,-79.13358045,43.10033783,19,958
13136,D236C893-ED48-45FC-BA5B-47749CD3FA7D,L2H1X4,NIAGARA FALLS,ON,-79.13636388,43.10029355,18,684
17504,31EA02CA-46AE-4894-B88A-E4B98058F4ED,L2H1X7,NIAGARA FALLS,ON,-79.12956791,43.08123031,12,497
7422,8FC8CAAF-38DE-4408-B2E1-30093E235230,L2H1X8,NIAGARA FALLS,ON,-79.13015924,43.08082938,12,243
17536,624B3A68-1BF7-491E-B914-02FA0148BF88,L2H1Y2,NIAGARA FALLS,ON,-79.13340602,43.08028759,15,0
1460,0456E682-144C-4DD7-B66C-E7AD4A2025B7,L2H1Y3,NIAGARA FALLS,ON,-79.134807,43.08077429,16,274
7500,D4936DDB-1776-433C-A1F2-910FB03462D1,L2H1Y4,NIAGARA FALLS,ON,-79.13494274,43.08021675,10,292
1573,0E036A12-A71E-4EAC-AF02-B8A3B0583F73,L2H1Y8,NIAGARA FALLS,ON,-79.12765712,43.0796765,18,836
7400,B047B243-73B1-4018-862F-CC7840CDDAB8,L2H1Y9,NIAGARA FALLS,ON,-79.12694978,43.07917212,15,833
7401,68107934-042F-4657-954E-6CE04298AABE,L2H1Z1,NIAGARA FALLS,ON,-79.125931,43.07946588,20,857
7342,5CDFD238-846B-45F8-9C55-C09F597173B7,L2H1Z2,NIAGARA FALLS,ON,-79.12608723,43.08095012,14,853
7424,F58758A1-4B00-43D6-A607-440F00132EFC,L2H1Z3,NIAGARA FALLS,ON,-79.12901496,43.07995923,14,824
1566,ED098214-C71C-42E7-9A69-D06D9E6EC0EB,L2H1Z4,NIAGARA FALLS,ON,-79.129033,43.07923787,20,876
7423,2CDE667C-502E-4CFB-AEFA-FA255FCBD065,L2H1Z5,NIAGARA FALLS,ON,-79.12940862,43.08035406,12,844
1564,319F02F5-0C08-4DF4-B893-45C48BDFAC50,L2H1Z6,NIAGARA FALLS,ON,-79.13095729,43.08018662,10,805
7421,B09EA8F1-5873-4C58-8EB1-CD8F3E6EE04A,L2H1Z7,NIAGARA FALLS,ON,-79.13036159,43.08012696,16,804
1563,0E5FF1F5-97B3-4648-BB55-F31DB1820E59,L2H1Z8,NIAGARA FALLS,ON,-79.13112161,43.07936996,12,845
17537,ED39D9FC-7597-4CA9-9F4D-175E214A19F2,L2H1Z9,NIAGARA FALLS,ON,-79.13194041,43.07992621,18,864
17535,EB06FDD7-D14B-4360-ABBE-4E68012B2846,L2H2A1,NIAGARA FALLS,ON,-79.13278479,43.07992117,16,800
7501,DCF38D9E-C992-4B15-999B-9E75E445478D,L2H2A2,NIAGARA FALLS,ON,-79.13330875,43.07877517,17,838
17534,C29B7CFD-4B6D-48F8-9FC1-AA30CF689DDE,L2H2A3,NIAGARA FALLS,ON,-79.13311522,43.07943654,14,841
17501,713B8754-049A-4205-B1A5-AB0E5A6A14B2,L2H2A4,NIAGARA FALLS,ON,-79.13082003,43.08360101,14,856
17490,8E57F620-F6D5-40F3-89D1-B2A760BC26C4,L2H2A5,NIAGARA FALLS,ON,-79.1313258,43.08357992,20,800
17507,91FEC414-AA8A-47DB-BCCC-E10C4D26725C,L2H2A6,NIAGARA FALLS,ON,-79.12983513,43.08373759,11,806
17502,FECDC324-05F6-467A-A733-C893CECDDA83,L2H2A7,NIAGARA FALLS,ON,-79.13032983,43.08359467,17,898
10160,60EEC15D-2FB8-44DE-B937-B0736B5C0ED1,L2H2A8,NIAGARA FALLS,ON,-79.13190575,43.11421776,20,858
7860,2977BA82-E310-4695-86A2-A6E72102C6E7,L2H2A9,NIAGARA FALLS,ON,-79.13326606,43.11258871,10,889
9609,0D998831-FA35-46FE-8816-949D712A4FC9,L2H2B2,NIAGARA FALLS,ON,-79.13595547,43.11088766,17,890
5785,7AFADFAC-F658-4E42-90FB-47C9EFD4EFFF,L2H2B3,NIAGARA FALLS,ON,-79.13123441,43.11360329,16,898
17517,F18C2BB7-52D2-4080-B22D-7F8270E27D61,L2H2B4,NIAGARA FALLS,ON,-79.13287586,43.11208774,13,815
7486,195B1C21-8C4D-41DB-BD76-BE672B3EFB85,L2H2B5,NIAGARA FALLS,ON,-79.13515842,43.11130797,13,868
10159,2181DE12-46EC-42EF-A79B-20A741518885,L2H2B6,NIAGARA FALLS,ON,-79.13439117,43.11339937,12,872
7859,DBDCEE60-9789-46A8-8013-D98B424FB5AA,L2H2B7,NIAGARA FALLS,ON,-79.13391251,43.11294484,17,855
9607,A07171A7-BA61-42B9-AB7A-408BC57EDC37,L2H2B8,NIAGARA FALLS,ON,-79.13618364,43.11144649,15,301
7858,2C4D0AE0-2D7C-40F6-A806-C2BEAFE2042D,L2H2B9,NIAGARA FALLS,ON,-79.13557404,43.11239788,17,455
9604,D7F45F2A-86F4-4321-AD92-AAE1EEB29B77,L2H2C1,NIAGARA FALLS,ON,-79.1360538,43.11203857,10,847
17519,73B44C34-31BA-4550-A911-38CB6D057A80,L2H2C2,NIAGARA FALLS,ON,-79.13307336,43.11154784,12,759
7487,DCB6DD35-5DF5-41C3-979B-E11D281D383F,L2H2C3,NIAGARA FALLS,ON,-79.1335691,43.11114232,15,678
17518,C52DF7DC-9A05-4B04-8EA0-ADF31548FE5D,L2H2C4,NIAGARA FALLS,ON,-79.13174081,43.11194572,12,912
5784,445E2C9B-DC97-49B2-A695-3AB70282D5AE,L2H2C5,NIAGARA FALLS,ON,-79.13135449,43.11248184,13,795
10135,4F11939D-B6A5-4C9F-A28E-BF22355913B0,L2H2C6,NIAGARA FALLS,ON,-79.13115279,43.11147176,20,512
13109,383684A8-4C1F-468E-8A83-484F8B6280D6,L2H2C7,NIAGARA FALLS,ON,-79.13545437,43.087308,10,680
5787,27AB7925-CCE0-48C0-B524-4D981E77A89A,L2H2C8,NIAGARA FALLS,ON,-79.12899329,43.11427835,17,822
13171,5640AC21-860F-401B-B79B-2697F7A33251,L2H2C9,NIAGARA FALLS,ON,-79.13285689,43.08733116,19,873
1483,8CF7DED1-3B54-4DF8-8960-1F37F62D7C98,L2H2E1,NIAGARA FALLS,ON,-79.13431684,43.0828982,17,831
13172,60567654-FA3A-48EB-B6C2-4F9AAF2F7EC6,L2H2E2,NIAGARA FALLS,ON,-79.132511,43.0829373,20,895
13137,01DFD5C6-0731-422A-8D7B-92ECBB1F16A5,L2H2E4,NIAGARA FALLS,ON,-79.13592786,43.09993989,16,871
13537,53747021-8CDF-41AF-9DB6-073C217850D6,L2H2E5,NIAGARA FALLS,ON,-79.13557063,43.10022476,18,877
13539,A37BA12D-EA89-4EB0-8862-DA6120D003E3,L2H2E6,NIAGARA FALLS,ON,-79.13116819,43.10045272,14,850
13170,4FE693FE-B9BC-4180-938D-80EB16BCD29B,L2H2E7,NIAGARA FALLS,ON,-79.13317581,43.0850091,15,851
13644,7051CCF3-0C53-45AB-9631-75979DD5F24E,L2H2E8,NIAGARA FALLS,ON,-79.13108078,43.10086927,19,894
5760,490F9BAF-6ADF-484A-9168-48D87C15429F,L2H2E9,NIAGARA FALLS,ON,-79.12567105,43.06607818,17,813
17503,B26AE431-61E2-46CC-AD54-F3DFFCF8AE5D,L2H2G1,NIAGARA FALLS,ON,-79.13062397,43.08517309,15,879
17492,92ED79F9-B9E6-4570-9500-15EACE63435A,L2H2G2,NIAGARA FALLS,ON,-79.13167497,43.08514643,14,879
7490,A1BD1519-0B1A-4C27-BC87-23F8D902DC2D,L2H2G3,NIAGARA FALLS,ON,-79.13158321,43.11106942,19,834
7349,B4E5C675-A194-4C91-94B2-53655C362EE8,L2H2G4,NIAGARA FALLS,ON,-79.12430888,43.08242375,18,879
7348,82AFD2CA-20FD-4EF3-9209-5015098B8D86,L2H2G5,NIAGARA FALLS,ON,-79.12430069,43.08388344,14,894
5698,E8EAF79C-59DD-4CE4-8910-9E0CF28ED995,L2H2G8,NIAGARA FALLS,ON,-79.12188494,43.08504511,14,854
5699,CB04C781-418F-42D3-A731-82AC6A53FE49,L2H2G9,NIAGARA FALLS,ON,-79.12140527,43.08084828,15,886
5695,D8F5D019-4FA7-4704-A23C-26377AB3A3CD,L2H2H1,NIAGARA FALLS,ON,-79.12168444,43.07964346,16,825
7340,9A4BB86E-506C-4C54-89E3-7922C2749105,L2H2H2,NIAGARA FALLS,ON,-79.12706828,43.08127196,11,879
7344,A41AEEB5-D199-408D-AA35-FDDAFA79DC1C,L2H2H3,NIAGARA FALLS,ON,-79.12640621,43.08040875,17,851
5703,F2C0C9B6-97B1-4A00-B8C8-7E4E8DC18F90,L2H2H4,NIAGARA FALLS,ON,-79.12075847,43.08461598,14,866
5820,0AA414ED-F9CD-4A84-9409-47B449316773,L2H2H5,NIAGARA FALLS,ON,-79.12170789,43.08454044,17,818
5819,18BB7B5E-2DA0-4D3B-8B88-7670316E965A,L2H2H6,NIAGARA FALLS,ON,-79.12149503,43.08147947,10,883
5694,46F881D2-82B7-4007-BFF5-018AD61203E9,L2H2J2,NIAGARA FALLS,ON,-79.12220624,43.08070753,15,820
1448,D8F3F3E5-1CB3-4A34-AC5C-94DA7A093A09,L2H2J4,NIAGARA FALLS,ON,-79.12459035,43.08991469,13,808
7402,D058DDCB-48BA-46FF-A510-E8031334C600,L2H2J5,NIAGARA FALLS,ON,-79.12670829,43.08007767,11,805
5823,2516D54C-C7A7-40B3-AE5C-0D8271E9EC5B,L2H2J6,NIAGARA FALLS,ON,-79.12185023,43.08398549,17,842
5824,8C58F5C2-6D9B-45EC-A626-56B0CBE25C5F,L2H2J7,NIAGARA FALLS,ON,-79.12106651,43.08322941,20,897
5708,B4797361-6185-468D-9FC6-37A20FEA9DC6,L2H2K3,NIAGARA FALLS,ON,-79.1194965,43.08513744,13,895
5705,3256E0F4-F1F0-437A-99B6-4F3351A863B1,L2H2K4,NIAGARA FALLS,ON,-79.11974856,43.08406344,13,852
7346,00F3BDDC-1C5E-4FCB-8207-8469B08DB7DD,L2H2K7,NIAGARA FALLS,ON,-79.12694511,43.08257805,16,835
7492,89C40C55-0AB2-446F-8081-9ED765963491,L2H2K9,NIAGARA FALLS,ON,-79.1258401,43.08328275,17,870
13536,A02081F8-190B-4363-AD30-7ED050B4D4B3,L2H2L2,NIAGARA FALLS,ON,-79.13257426,43.09994446,10,880
7362,FE33439A-A2F0-4976-AE38-B8E53F9A7983,L2H2L3,NIAGARA FALLS,ON,-79.13267381,43.09951342,13,833
17495,12B3E8C8-1F1B-4AD8-967F-28242C60BDC5,L2H2L5,NIAGARA FALLS,ON,-79.12526045,43.08402079,17,821
13139,4648BDCE-1924-4C8B-BDD4-A27C1CF8A5C2,L2H2L6,NIAGARA FALLS,ON,-79.13548649,43.09943967,18,889
17489,7C5F3A29-0FC7-4596-903D-2A4E5353F27F,L2H2L7,NIAGARA FALLS,ON,-79.12675036,43.08324783,11,895
7493,D6CBDB26-BD20-46EF-9064-C449E1114709,L2H2L8,NIAGARA FALLS,ON,-79.12501485,43.08244286,14,899
5707,C60FE2CE-60D2-449C-A5EE-55BE6AAAF778,L2H2L9,NIAGARA FALLS,ON,-79.12064683,43.08523065,17,806
7345,7DF2FCBA-C93D-4D34-B763-A23A03997898,L2H2M1,NIAGARA FALLS,ON,-79.12602623,43.08183022,12,877
5704,3CF0111A-F078-42B7-AFAC-599355415C5D,L2H2M4,NIAGARA FALLS,ON,-79.11962809,43.08304517,11,849
7491,5E7092D5-59B3-45F0-B9E6-513C4F5BAAF0,L2H2M5,NIAGARA FALLS,ON,-79.12555787,43.08264512,13,826
13241,08E45CD5-3912-44E9-9C26-0C2D7068115D,L2H2M9,NIAGARA FALLS,ON,-79.12722833,43.0853786,10,812
17494,BCF3615C-4468-4098-B217-3E13E2A7C381,L2H2M9,NIAGARA FALLS,ON,-79.12641663,43.08423184,17,871
17482,87A522E9-4339-4012-9CA9-9441C623CE1E,L2H2N1,NIAGARA FALLS,ON,-79.12727492,43.0840579,17,879
17488,E92D1491-5E10-4E47-9608-841177E89521,L2H2N1,NIAGARA FALLS,ON,-79.12696191,43.08358186,15,871
7813,2916F8CD-A1ED-40FE-8DC7-DAAAFF3E522D,L2H2N3,NIAGARA FALLS,ON,-79.12682801,43.11156971,13,884
7810,BB711EFC-3667-41C7-8AC5-0258899CA16A,L2H2N4,NIAGARA FALLS,ON,-79.1283405,43.11153326,11,820
13074,F4887330-D63A-46B3-BD02-68EE1A7DD84E,L2H2N4,NIAGARA FALLS,ON,-79.12590923,43.11116738,13,896
13073,592BDA31-DFCC-494C-92D5-5F9F0063C8A7,L2H2N5,NIAGARA FALLS,ON,-79.12686495,43.11114015,17,863
13091,AD56BFEC-44A3-44D7-AC26-C02C671C2D88,L2H2N5,NIAGARA FALLS,ON,-79.12821293,43.11109221,18,819
7823,AD40D434-FC03-4B38-BE26-1E020DE76D1A,L2H2N6,NIAGARA FALLS,ON,-79.12863668,43.11230252,12,841
7811,3701A39B-42A2-4652-B4E8-08F32F3EBA3E,L2H2N7,NIAGARA FALLS,ON,-79.12863465,43.11191434,19,827
13088,FEB08518-2D87-4A57-BC0C-08B51196EF4B,L2H2N7,NIAGARA FALLS,ON,-79.1294575,43.11150337,19,832
7827,29B6DF4B-FA48-4165-A04B-ADDF768F3AA4,L2H2N8,NIAGARA FALLS,ON,-79.12633868,43.11236427,12,873
7812,205A0C1A-0E7E-450B-ACFA-C5723A2BB937,L2H2N9,NIAGARA FALLS,ON,-79.12714102,43.11195495,16,847
13075,C5806AF8-510F-4AC2-ADC3-DC573F2613B4,L2H2N9,NIAGARA FALLS,ON,-79.12590077,43.11182497,20,898
13076,2F9F75E5-F751-444C-B49B-D55C19048DF8,L2H2P1,NIAGARA FALLS,ON,-79.12504891,43.11198648,13,823
13787,63F6B6E4-E730-4CC2-9128-9A474EAA3C56,L2H2P1,NIAGARA FALLS,ON,-79.12495957,43.11242158,20,800
7817,089A6E08-AA79-46AD-B016-7547F4BFE232,L2H2P2,NIAGARA FALLS,ON,-79.12644533,43.11313147,11,869
7826,F6789A3F-E4C0-4502-9691-778C5D6CB4E1,L2H2P2,NIAGARA FALLS,ON,-79.12604399,43.11277565,15,589
7819,B7942F4A-F70A-4669-BDA5-4259785C2A36,L2H2P3,NIAGARA FALLS,ON,-79.12564751,43.11318492,18,490
7825,6F1A03FD-A70B-4376-BCEE-3C5053447DB0,L2H2P3,NIAGARA FALLS,ON,-79.12664303,43.11275097,12,325
13788,E9CE11DA-C374-421F-827A-06AA1B26AD61,L2H2P3,NIAGARA FALLS,ON,-79.12499266,43.11297031,12,510
7816,B1115BD0-A305-411B-A560-49EACDED486E,L2H2P4,NIAGARA FALLS,ON,-79.12767805,43.11309833,12,958
7815,3C63FEDA-3739-4BC2-9D6F-1ECA1A48E9DF,L2H2P5,NIAGARA FALLS,ON,-79.12890019,43.11318641,13,573
7824,F460248E-4556-4917-8095-41D04BFAE0AD,L2H2P5,NIAGARA FALLS,ON,-79.12759551,43.11270918,12,471
7822,3EB6CE01-C313-4DC1-BE43-F3510D5177BE,L2H2P6,NIAGARA FALLS,ON,-79.12918796,43.11289188,10,14
5788,A2B424DA-EDA8-4D18-B408-447508DB91F6,L2H2P8,NIAGARA FALLS,ON,-79.12908854,43.11383848,16,256
7814,20EBE8E1-6F09-4E26-9B90-31DED60600CB,L2H2P9,NIAGARA FALLS,ON,-79.12769449,43.11348454,16,295
7820,C1BC1FF1-7FC9-4BDD-8260-47BDE93F09D4,L2H2R1,NIAGARA FALLS,ON,-79.12565937,43.11355975,11,808
13786,7D0AAD08-7F2C-48ED-BAAD-92A9A84DE75B,L2H2R1,NIAGARA FALLS,ON,-79.12510965,43.11373814,17,861
7818,3B610292-594C-4BE5-B007-7E01B141FE9A,L2H2R2,NIAGARA FALLS,ON,-79.12620893,43.11351887,12,826
13785,9281484C-BD02-4D4A-8492-3379A9E42B09,L2H2R2,NIAGARA FALLS,ON,-79.12619083,43.11392944,11,834
1565,8339D4D1-8E29-46F9-A601-8F4DC40BF1EE,L2H2R3,NIAGARA FALLS,ON,-79.13112203,43.07449654,16,834
13521,9582440B-52B7-4217-A4EA-31AB2E921576,L2H2R3,NIAGARA FALLS,ON,-79.13159355,43.07477114,12,892
1562,D5B605F4-2340-4696-B161-F1B81DFAE7C5,L2H2R4,NIAGARA FALLS,ON,-79.13109923,43.07407418,14,849
13511,CBC28F8F-AB93-48FE-893A-BCC4381A89CF,L2H2R5,NIAGARA FALLS,ON,-79.1333023,43.07491265,15,861
13512,AB30D0E9-2056-47C1-B9F6-E947D906B865,L2H2R5,NIAGARA FALLS,ON,-79.13205551,43.07581343,15,872
13517,F4550A73-0184-4BA5-B8E0-F00ACB942141,L2H2R6,NIAGARA FALLS,ON,-79.13249898,43.07519174,10,842
1561,16A78F96-7AFC-41C5-8204-2786D8E18E94,L2H2R7,NIAGARA FALLS,ON,-79.1332073,43.07398615,18,889
13519,3B511407-D23E-4D6B-A203-97A33FA0A94C,L2H2R7,NIAGARA FALLS,ON,-79.132223,43.07465303,20,879
7502,8A6B7CC7-8366-4F36-B919-2C195D2C9F73,L2H2R8,NIAGARA FALLS,ON,-79.13440702,43.07629149,19,832
13518,D105C893-21C3-44FF-8F4B-1564A7EF8927,L2H2R8,NIAGARA FALLS,ON,-79.13345616,43.07683787,15,889
13514,35071B63-6585-43CE-88EC-F8EABB8293EE,L2H2R9,NIAGARA FALLS,ON,-79.13337182,43.07586054,12,847
13515,AEEF96BE-A935-430F-9F6E-E7F9E844A333,L2H2R9,NIAGARA FALLS,ON,-79.13178161,43.07674682,19,860
13513,BFF55880-A6F5-42EC-AFB1-C6EA46E8D318,L2H2S1,NIAGARA FALLS,ON,-79.13237155,43.0764005,19,860
7504,5CFD2C1E-5245-471C-B3A3-2D41932F6578,L2H2S2,NIAGARA FALLS,ON,-79.13280786,43.07773591,13,854
7503,35074F38-94F1-400F-B5E8-E544ADD2462B,L2H2S3,NIAGARA FALLS,ON,-79.1346149,43.07761025,17,894
13516,60758771-A193-4940-972A-F61480CE2E93,L2H2S3,NIAGARA FALLS,ON,-79.13278399,43.07710648,17,887
1570,79FE1C85-26DF-47A3-ABBE-3544739D10B0,L2H2S4,NIAGARA FALLS,ON,-79.13053577,43.07788188,12,849
7505,65ABABA3-A80D-4EB7-8DD2-BC7044191E8A,L2H2S4,NIAGARA FALLS,ON,-79.131659,43.07791335,19,857
13520,022B22FA-E910-46E7-BFFA-8A05B68E240D,L2H2S5,NIAGARA FALLS,ON,-79.13118652,43.07714626,10,899
1571,92C04314-DBB5-4E24-820B-BDF918AED24D,L2H2S6,NIAGARA FALLS,ON,-79.12972664,43.0772471,12,854
13524,006ACE3F-B5B3-4DAC-BE08-0CB0D461ACF5,L2H2S6,NIAGARA FALLS,ON,-79.13084076,43.07665811,14,834
13522,C57C21C5-1B8B-4D49-BBC2-54A79703FDF1,L2H2S7,NIAGARA FALLS,ON,-79.13104479,43.07594177,11,858
1567,75644477-B817-4233-A4F7-9EA4787BFFAC,L2H2S8,NIAGARA FALLS,ON,-79.130499,43.07590748,12,855
13523,13F854F8-8813-4C50-B867-B7742EF69631,L2H2S8,NIAGARA FALLS,ON,-79.13111445,43.07516507,11,830
1568,EFC2D5EB-6898-4BC9-899B-ADAFC09FEF2A,L2H2S9,NIAGARA FALLS,ON,-79.12958914,43.07610734,11,805
1569,E2058A5A-15F2-41FD-8630-4E7D363DCEEF,L2H2S9,NIAGARA FALLS,ON,-79.1305813,43.07500812,17,871
7368,588D6954-E9BA-47D5-A68B-F2AECD583B0A,L2H2T1,NIAGARA FALLS,ON,-79.12428647,43.09744182,17,856
7832,40D52BB3-ED72-4D2A-8189-34B4CCDE9567,L2H2T2,NIAGARA FALLS,ON,-79.13119163,43.10464956,16,827
1504,0DD2BA6B-FCE3-4B92-87F8-456108B16522,L2H2T3,NIAGARA FALLS,ON,-79.13673806,43.07676676,10,888
10080,0F6A0C59-587B-4F26-A6F1-4BD2E50FC957,L2H2T3,NIAGARA FALLS,ON,-79.13903892,43.07648428,13,821
